dates,scores,titles,url
12/29/2017,0.44807857142857144,Facebook has a 100-person engineering team that helps advertisers build tools and infrastructure,https://techcrunch.com/2017/12/29/facebook-solutions-engineering/
12/22/2017,0.29922,Check now to see if you liked any Russian troll accounts on Facebook,https://techcrunch.com/2017/12/22/check-now-to-see-if-you-liked-any-russian-troll-accounts-on-facebook/
12/21/2017,0.4448857142857142,"Facebook and Universal Music Group’s new partnership will allow for user-gen videos with licensed music, new social features",https://techcrunch.com/2017/12/21/facebook-and-universal-music-groups-new-partnership-will-allow-for-user-gen-videos-with-licensed-music-new-social-features/
12/20/2017,0.030374999999999985,Facebook will ditch Disputed Flags on fake news and display links to trustworthy articles instead,https://techcrunch.com/2017/12/20/facebook-will-ditch-disputed-flags-on-fake-news-and-display-links-to-trustworthy-articles-instead/
12/20/2017,0.1847571428571429,Revoice.me offers a simple way to let your blog and newsletter readers subscribe via Facebook Messenger,https://techcrunch.com/2017/12/20/revoice-me-offers-a-simple-way-to-let-your-blog-and-newsletter-readers-subscribe-via-facebook-messenger/
12/19/2017,0.25295,Facebook opens its social VR Spaces platform to HTC Vive,https://techcrunch.com/2017/12/19/facebook-opens-up-its-social-vr-spaces-platform-to-htc-vive/
12/19/2017,-0.19415,Facebook has new tools to prevent unwanted friend requests and messages,https://techcrunch.com/2017/12/19/facebook-has-new-tools-to-prevent-unwanted-friend-requests-and-messages/
12/19/2017,0.15895263157894735,Facebook’s facial recognition now finds photos you’re untagged in,https://techcrunch.com/2017/12/19/facebook-facial-recognition-photos/
12/19/2017,0.05301333333333332,France puts Facebook on notice over WhatsApp data transfers,https://techcrunch.com/2017/12/19/france-puts-facebook-on-notice-over-whatsapp-data-transfers/
12/18/2017,0.0881411764705882,Government requests for Facebook user data continue to increase worldwide,https://techcrunch.com/2017/12/18/government-requests-for-facebook-user-data-continue-to-increase-worldwide/
12/18/2017,0.19496428571428573,Facebook is clamping down on posts that shamelessly beg for your engagement,https://techcrunch.com/2017/12/18/facebook-is-clamping-down-on-posts-that-shamelessly-beg-for-your-engagement/
12/14/2017,0.16018888888888888,Facebook pushes pre-roll ads on Watch as it stops subsidizing Live,https://techcrunch.com/2017/12/14/facebook-pre-roll-ads/
12/14/2017,0.26841,Genalyte hires Facebook and Google exec Kevin Lo as company president,https://techcrunch.com/2017/12/14/genalyte-hires-facebook-and-google-exec-kevin-lo-as-company-president/
12/13/2017,0.14275789473684208,Click-to-WhatsApp messaging buttons are now rolling out in Facebook ads,https://techcrunch.com/2017/12/13/click-to-whatsapp-messaging-buttons-are-now-rolling-out-in-facebook-ads/
12/13/2017,0.04732162162162161,Facebook’s Brexit probe unearths three Russian-bought “immigration” ads,https://techcrunch.com/2017/12/13/facebooks-brexit-probe-unearths-three-russian-bought-immigration-ads/
12/12/2017,0.3920923076923077,Facebook Messaging VP David Marcus joins Coinbase board,https://techcrunch.com/2017/12/12/facebook-messaging-vp-david-marcus-joins-coinbase-board/
12/12/2017,0.34960416666666666,Facebook opens AR platform and ‘World Effects’ to all developers,https://techcrunch.com/2017/12/12/facebook-world-effects/
12/12/2017,0.24433636363636363,Facebook will no longer always divert international advertising revenue to Ireland,https://techcrunch.com/2017/12/12/facebook-will-no-longer-always-divert-international-advertising-revenue-to-ireland/
12/12/2017,0.0490736842105263,Facebook bats back after a second former exec accuses it of negatively impacting society,https://techcrunch.com/2017/12/12/facebook-bats-back-after-a-second-former-exec-accuses-it-of-negatively-impacting-society/
12/11/2017,0.18072432432432434,Facebook is trying to make the Poke happen again,https://techcrunch.com/2017/12/11/facebook-is-trying-to-make-the-poke-happen-again/
12/10/2017,0.20740416666666664,Time’s up for the Ticker? Facebook appears to axe feed for tracking your friends’ activity,https://techcrunch.com/2017/12/10/times-up-for-facebook-ticker/
12/08/2017,-0.12667272727272727,These are Facebook’s internal policies on harassment and bullying,https://techcrunch.com/2017/12/08/these-are-facebooks-internal-policies-on-harassment-and-bullying/
12/08/2017,0.27472307692307696,Facebook Sound Collection lets you add no-name music to videos,https://techcrunch.com/2017/12/08/facebook-sound-collection/
