dates,scores,titles,url
10/08/2018,0.0669,Facebook tries its hand at hardware with Portal,https://techcrunch.com/2018/10/08/facebooks-first-hardware-product/
10/08/2018,0.24289259259259263,Facebook launches Portal auto-zooming video chat screens for $199/$349,https://techcrunch.com/2018/10/08/facebook-portal/
10/07/2018,0.25454838709677424,Facebook poaches leaders of Refdash interview prep to work on Jobs,https://techcrunch.com/2018/10/07/facebook-refdash/
10/05/2018,0.14845714285714284,"Facebook Messenger internally tests voice commands for chat, calls",https://techcrunch.com/2018/10/05/facebook-messenger-voice-control/
10/03/2018,0.348719512195122,Facebook tests Snap Map-style redesign of Nearby Friends,https://techcrunch.com/2018/10/03/facebook-nearby-map/
10/03/2018,0.11969166666666668,"Facebook adds A.I. to Marketplace for categorization, price suggestions and soon, visual search",https://techcrunch.com/2018/10/03/facebook-adds-a-i-to-marketplace-for-categorization-price-suggestions-and-soon-visual-search/
10/02/2018,-0.11858181818181818,Facebook finds ‘no evidence’ hackers accessed connected apps,https://techcrunch.com/2018/10/02/facebook-finds-no-evidence-hackers-accessed-connected-apps/
10/02/2018,-0.2921872340425531,Facebook rolls out new anti-bullying tools and an appeals process,https://techcrunch.com/2018/10/02/facebook-rolls-out-new-anti-bullying-tools-and-an-appeals-process/
10/02/2018,0.283953125,"Facebook follows Twitch and YouTube with launch of Premieres, live polls and fan badges",https://techcrunch.com/2018/10/02/facebook-follows-twitch-and-youtube-with-launch-of-premieres-live-polls-and-fan-badges/
10/01/2018,-0.09941428571428572,"Facebook breach hit up to 5M EU users, and it faces up to $1.63B in fines",https://techcrunch.com/2018/10/01/facebook-breach-europe/
10/01/2018,-0.008130769230769233,Facebook can’t keep you safe,https://techcrunch.com/2018/10/01/facebook-cant-keep-you-safe/
09/29/2018,0.08440458015267176,Facebook is weaponizing security to erode privacy,https://techcrunch.com/2018/09/29/facebook-is-weaponizing-security-to-erode-privacy/
09/28/2018,0.05535789473684212,What Instagram users need to know about Facebook’s security breach,https://techcrunch.com/2018/09/28/facebook-hack-instagram-facebook-login/
09/28/2018,-0.13755333333333333,Facebook blocked users from posting some stories about its security breach,https://techcrunch.com/2018/09/28/facebook-blocks-guardian-story/
09/28/2018,-0.05943220338983052,Everything you need to know about Facebook’s data breach affecting 50M users,https://techcrunch.com/2018/09/28/everything-you-need-to-know-about-facebooks-data-breach-affecting-50m-users/
09/28/2018,-0.16081538461538464,US government loses bid to force Facebook to wiretap Messenger calls,https://techcrunch.com/2018/09/28/us-government-loses-bid-to-force-facebook-to-wiretap-messenger-calls/
09/28/2018,0.11487714285714284,Facebook hack could hasten regulation as Sen. Warner says Congress must “step up”,https://techcrunch.com/2018/09/28/facebook-breach-warner/
09/28/2018,0.0020048780487804795,Facebook says at least 50 million users affected by security breach,https://techcrunch.com/2018/09/28/facebook-says-50-million-accounts-affected-by-account-takeover-bug/
09/27/2018,0.22166923076923079,Facebook policy head makes a surprising cameo at the Kavanaugh hearing,https://techcrunch.com/2018/09/27/kavanaugh-facebook-joel-kaplan/
09/27/2018,0.22005833333333333,Yes Facebook is using your 2FA phone number to target you with ads,https://techcrunch.com/2018/09/27/yes-facebook-is-using-your-2fa-phone-number-to-target-you-with-ads/
09/27/2018,0.13835483870967744,"Facebook’s ex-CSO, Alex Stamos, defends its decision to inject ads in WhatsApp",https://techcrunch.com/2018/09/27/facebooks-ex-cso-alex-stamos-defends-its-decision-to-inject-ads-in-whatsapp/
09/26/2018,0.31629047619047623,"Hands-on with Oculus Quest, Facebook’s best shot at a mainstream VR device",https://techcrunch.com/2018/09/26/hands-on-with-oculus-quest-facebooks-best-shot-at-a-mainstream-vr-device/
09/26/2018,0.11423174603174603,"WhatsApp founder, Brian Acton, says Facebook used him to get its acquisition past EU regulators",https://techcrunch.com/2018/09/26/whatsapp-founder-brian-acton-says-facebook-used-him-to-get-its-acquisition-past-eu-regulators/
09/26/2018,0.12701315789473686,Inside Facebook Stories’ quest for originality amidst 300M users,https://techcrunch.com/2018/09/26/facebook-stories-300-million-users/
09/25/2018,0.16483529411764705,What to expect from Facebook’s big Oculus Connect 5 keynote,https://techcrunch.com/2018/09/25/what-to-expect-from-facebooks-oculus-connect-5-vr-conference-tomorrow/
09/25/2018,0.2208085714285715,Facebook’s plan to let companies it buys live independently is over,https://techcrunch.com/2018/09/25/facebooks-plan-to-let-companies-it-buys-live-independently-has-failed/
09/25/2018,0.186403125,Facebook sends Sphero robots so classrooms can apply coding education,https://techcrunch.com/2018/09/25/facebook-codefwd-sphero/
09/24/2018,0.2845888888888889,Facebook expands its video Ad Breaks to 21 new countries,https://techcrunch.com/2018/09/24/facebook-ad-breaks-expansion/
09/22/2018,0.25707027027027024,Seven reasons not to trust Facebook to play cupid,https://techcrunch.com/2018/09/22/seven-reasons-not-to-trust-facebook-to-play-cupid/
09/20/2018,0.34260833333333335,Facebook’s Camera AR platform head is coming to TC Sessions: AR/VR,https://techcrunch.com/2018/09/20/facebooks-camera-ar-platform-head-is-coming-to-tc-sessions-ar-vr/
09/20/2018,0.22486315789473685,Facebook warned to amend ToS to fix EU consumer rights issues by year’s end,https://techcrunch.com/2018/09/20/facebook-and-airbnb-told-to-change-their-tos-to-fix-eu-consumer-rights-issues-by-years-end/
09/20/2018,0.16388392857142858,"Inside Facebook Dating, launching first in Colombia",https://techcrunch.com/2018/09/20/how-facebook-dating-works/
09/19/2018,0.14766666666666664,"Facebook plans voter drive, partners with Democratic/Republican Institutes",https://techcrunch.com/2018/09/19/facebook-voter-drive/
09/18/2018,-0.06889117647058823,Facebook named in suit alleging job ads on its platform unlawfully discriminated against women,https://techcrunch.com/2018/09/18/facebook-named-in-suit-alleging-job-ads-on-its-platform-unlawfully-discriminated-against-women/
09/17/2018,0.08640666666666667,Facebook pilots new political campaign security tools — just 50 days before Election Day,https://techcrunch.com/2018/09/17/facebook-pilots-new-political-campaign-security-tools-just-50-days-before-election-day/
09/17/2018,0.10522105263157892,Facebook expands bug bounty program to include third-party apps and websites,https://techcrunch.com/2018/09/17/facebook-expands-bug-bounty-program-to-third-party-apps-and-websites/
09/16/2018,0.16669411764705883,Facebook is hiring a director of human rights policy to work on “conflict prevention” and “peace-building”,https://techcrunch.com/2018/09/16/facebook-is-hiring-a-director-of-human-rights-policy-to-work-on-conflict-prevention-and-peace-building/
09/13/2018,0.15548928571428572,Facebook’s new ‘SapFix’ AI automatically debugs your code,https://techcrunch.com/2018/09/13/facebook-sapfix-debugger/
09/11/2018,0.4223642857142857,Facebook’s ‘Rosetta’ system helps the company understand memes,https://techcrunch.com/2018/09/11/facebooks-rosetta-system-helps-the-company-understand-memes/
09/10/2018,0.0951,Facebook Lite adds additional crisis response tools,https://techcrunch.com/2018/09/10/facebook-lite-adds-additional-crisis-response-tools/
09/06/2018,0.21800000000000003,Former Facebook security chief Alex Stamos: Being a CSO can be a ‘crappy job’,https://techcrunch.com/2018/09/06/alex-stamos-facebook-yahoo-security-officer/
09/06/2018,0.15926296296296297,"Dating app Bumble says buzz off to Facebook, plans Hive space expansion next year",https://techcrunch.com/2018/09/06/bumble-hives-facebook/
09/06/2018,0.16554166666666667,Facebook is opening its first data center in Asia,https://techcrunch.com/2018/09/06/facebook-is-opening-its-first-data-center-in-asia/
09/05/2018,-0.026569902912621353,Highlights from the Senate Intelligence hearing with Facebook and Twitter,https://techcrunch.com/2018/09/05/highlights-from-the-senate-intelligence-hearing-with-facebook-and-twitter/
09/05/2018,-0.32685714285714285,Facebook sues BlackBerry over patent infringement of voice-messaging tech,https://techcrunch.com/2018/09/05/facebook-sues-blackberry-over-patent-infringement-of-voice-messaging-tech/
09/05/2018,0.12664999999999998,"Facebook users becoming more cautious and critical, says Pew",https://techcrunch.com/2018/09/05/facebook-users-becoming-more-cautious-and-critical-says-pew/
09/04/2018,0.0671578947368421,How to watch Facebook and Twitter’s big hearings with Congress,https://techcrunch.com/2018/09/04/how-to-stream-tech-hearings-facebook-twitter/
